stream,date_time,date,temp_c,do_mg_l,spc_uS_cm,depth_m,calcium_mg_l,day_period,time,reaction,calcium_g_m2,diff_h
RC,2013-08-20 20:13:00,2023-08-13,24.98,7.55,421.5136305,1.60663807,63.94813502,Daytime,13:00:00,Uptake,102.7415082,2
RC,2013-08-20 20:13:10,2023-08-13,24.98,7.55,421.0050686,1.60663807,63.83116578,Daytime,13:10:00,Uptake,102.553581,2.166666667
RC,2013-08-20 20:13:20,2023-08-13,25.08,7.59,410.3535354,1.60663807,61.38131314,Daytime,13:20:00,Uptake,,2.333333333
RC,2013-08-20 20:13:30,2023-08-13,25.12,7.61,409.2017992,1.60663807,61.11641382,Daytime,13:30:00,Uptake,,2.5
RC,2013-08-20 20:16:00,2023-08-13,25.62,7.61,423.7718527,1.60663807,64.46752612,Nighttime,16:00:00,Dissolution,103.5759817,0
RC,2013-08-20 20:16:10,2023-08-13,25.64,7.59,424.976026,1.60663807,64.74448598,Nighttime,16:10:00,Dissolution,104.020956,0.166666667
RC,2013-08-20 20:16:20,2023-08-13,25.64,7.56,424.976026,1.60663807,64.74448598,Nighttime,16:20:00,Dissolution,104.020956,0.333333333
RC,2013-08-20 20:16:30,2023-08-13,25.64,7.55,424.976026,1.60663807,64.74448598,Nighttime,16:30:00,Dissolution,104.020956,0.5
RC,2013-08-20 20:16:40,2023-08-13,25.64,7.53,424.976026,1.60663807,64.74448598,Nighttime,16:40:00,Dissolution,104.020956,0.666666667
RC,2013-08-20 20:16:50,2023-08-13,25.62,7.5,425.7843137,1.60663807,64.93039215,Nighttime,16:50:00,Dissolution,104.3196399,0.833333333
RC,2013-08-20 20:17:00,2023-08-13,25.6,7.47,426.6040627,1.60663807,65.11893442,Nighttime,17:00:00,Dissolution,104.6225591,1
RC,2013-08-20 20:17:10,2023-08-13,25.6,7.44,426.6040627,1.60663807,65.11893442,Nighttime,17:10:00,Dissolution,104.6225591,1.166666667
RC,2013-08-20 20:17:20,2023-08-13,25.58,7.42,426.2111508,1.60663807,65.02856468,Nighttime,17:20:00,Dissolution,104.4773677,1.333333333
RC,2013-08-20 20:17:30,2023-08-13,25.56,7.37,427.0248991,1.60663807,65.21572679,Nighttime,17:30:00,Dissolution,104.7780694,1.5
RC,2013-08-20 20:17:40,2023-08-13,25.52,7.34,426.3359906,1.60663807,65.05727784,Nighttime,17:40:00,Dissolution,104.5234993,1.666666667
RC,2013-08-20 20:17:50,2023-08-13,25.48,7.3,426.7571192,1.60663807,65.15413742,Nighttime,17:50:00,Dissolution,104.6791176,1.833333333
RC,2013-08-20 20:18:00,2023-08-13,25.44,7.27,426.7571192,1.60663807,65.15413742,Nighttime,18:00:00,Dissolution,104.6791176,2
RC,2013-08-20 20:18:10,2023-08-13,25.42,7.24,427.1883027,1.60663807,65.25330962,Nighttime,18:10:00,Dissolution,104.8384514,2.166666667
RC,2013-08-20 20:18:20,2023-08-13,25.36,7.19,426.7931239,1.60663807,65.1624185,Nighttime,18:20:00,Dissolution,104.6924223,2.333333333
RC,2013-08-20 20:18:30,2023-08-13,25.32,7.17,427.7116782,1.60663807,65.37368599,Nighttime,18:30:00,Dissolution,105.0318527,2.5
RC,2013-08-20 20:18:40,2023-08-13,25.3,7.13,426.9198028,1.60663807,65.19155464,Nighttime,18:40:00,Dissolution,104.7392335,2.666666667
RC,2013-08-20 20:18:50,2023-08-13,25.24,7.11,426.9198028,1.60663807,65.19155464,Nighttime,18:50:00,Dissolution,104.7392335,2.833333333
RC,2013-08-20 20:19:00,2023-08-13,25.2,7.08,427.3444938,1.60663807,65.28923357,Nighttime,19:00:00,Dissolution,104.8961682,3
SR,2023-10-08 22:00:00,2023-10-09,25.94,5.976,402.88,0.1673164,59.6624,Nighttime,1:00:00,Dissolution,9.982497983,0
SR,2023-10-08 22:10:00,2023-10-09,25.94,5.787,403.58,0.1673164,59.8234,Nighttime,1:10:00,Dissolution,10.00943592,0.166666667
SR,2023-10-08 22:20:00,2023-10-09,25.924,5.742,403.85,0.1673164,59.8855,Nighttime,1:20:00,Dissolution,10.01982627,0.333333333
SR,2023-10-08 22:30:00,2023-10-09,25.92,6.115,404.49,0.1673164,60.0327,Nighttime,1:30:00,Dissolution,10.04445525,0.5
SR,2023-10-08 22:40:00,2023-10-09,25.92,5.882,404.82,0.1673164,60.1086,Nighttime,1:40:00,Dissolution,10.05715456,0.666666667
SR,2023-10-08 22:50:00,2023-10-09,25.92,5.952,404.75,0.1673164,60.0925,Nighttime,1:50:00,Dissolution,10.05446077,0.833333333
SR,2023-10-08 23:00:00,2023-10-09,25.92,6.018,404.91,0.1673164,60.1293,Nighttime,2:00:00,Dissolution,10.06061801,1
SR,2023-10-08 23:10:00,2023-10-09,25.92,6.083,405.23,0.1673164,60.2029,Nighttime,2:10:00,Dissolution,10.0729325,1.166666667
SR,2023-10-08 23:20:00,2023-10-09,25.906,5.988,405.21,0.1673164,60.1983,Nighttime,2:20:00,Dissolution,10.07216284,1.333333333
SR,2023-10-08 23:30:00,2023-10-09,25.9,6.088,405.02,0.1673164,60.1546,Nighttime,2:30:00,Dissolution,10.06485112,1.5
SR,2023-10-09 08:00:00,2023-10-09,26.09,5.943,407.63,0.1673164,60.7549,Daytime,11:00:00,Uptake,10.16529115,0
SR,2023-10-09 08:10:00,2023-10-09,26.124,6.169,407.09,0.1673164,60.6307,Daytime,11:10:00,Uptake,10.14451045,0.166666667
SR,2023-10-09 08:20:00,2023-10-09,26.162,6.025,406.29,0.1673164,60.4467,Daytime,11:20:00,Uptake,10.11372424,0.333333333
SR,2023-10-09 08:30:00,2023-10-09,26.218,5.937,405.8,0.1673164,60.334,Daytime,11:30:00,Uptake,10.09486768,0.5
SR,2023-10-09 08:40:00,2023-10-09,26.258,5.994,405.57,0.1673164,60.2811,Daytime,11:40:00,Uptake,10.08601664,0.666666667
SR,2023-10-10 14:00:00,2023-10-10,26.32,5.892,422.02,0.1673164,64.0646,Nighttime,17:00:00,Dissolution,10.71905824,0
SR,2023-10-10 14:10:00,2023-10-10,26.3,5.859,422.43,0.1673164,64.1589,Nighttime,17:10:00,Dissolution,10.73483618,0.166666667
SR,2023-10-10 14:20:00,2023-10-10,26.3,5.863,422.88,0.1673164,64.2624,Nighttime,17:20:00,Dissolution,10.75215342,0.333333333
SR,2023-10-10 14:30:00,2023-10-10,26.284,5.835,423.21,0.1673164,64.3383,Nighttime,17:30:00,Dissolution,10.76485274,0.5
SR,2023-10-10 14:40:00,2023-10-10,26.274,5.832,423.52,0.1673164,64.4096,Nighttime,17:40:00,Dissolution,10.7767824,0.666666667
SR,2023-10-10 14:50:00,2023-10-10,26.26,5.826,424.06,0.1673164,64.5338,Nighttime,17:50:00,Dissolution,10.79756309,0.833333333
SR,2023-10-10 15:00:00,2023-10-10,26.246,5.804,424.33,0.1673164,64.5959,Nighttime,18:00:00,Dissolution,10.80795344,1
SR,2023-10-10 15:10:00,2023-10-10,26.24,5.833,424.7,0.1673164,64.681,Nighttime,18:10:00,Dissolution,10.82219207,1.166666667
SR,2023-10-10 15:20:00,2023-10-10,26.224,5.809,425.13,0.1673164,64.7799,Nighttime,18:20:00,Dissolution,10.83873966,1.333333333
SR,2023-10-10 15:30:00,2023-10-10,26.22,5.725,425.36,0.1673164,64.8328,Nighttime,18:30:00,Dissolution,10.8475907,1.5
SR,2023-10-10 15:40:00,2023-10-10,26.206,5.665,425.55,0.1673164,64.8765,Nighttime,18:40:00,Dissolution,10.85490242,1.666666667
SR,2023-10-10 15:50:00,2023-10-10,26.2,5.302,425.72,0.1673164,64.9156,Nighttime,18:50:00,Dissolution,10.8614445,1.833333333
SR,2023-10-10 16:00:00,2023-10-10,26.186,5.419,425.85,0.1673164,64.9455,Nighttime,19:00:00,Dissolution,10.86644726,2
SR,2023-10-10 06:04:00,2023-10-10,25.754,6.294,418.81,0.1673164,63.3263,Daytime,9:04:30,Uptake,10.59552854,0
SR,2023-10-10 06:14:00,2023-10-10,25.78,6.29,418.63,0.1673164,63.2849,Daytime,9:14:30,Uptake,10.58860164,0.166666667
SR,2023-10-10 06:24:00,2023-10-10,25.812,6.312,418.45,0.1673164,63.2435,Daytime,9:24:30,Uptake,10.58167474,0.333333333
SR,2023-10-10 06:34:00,2023-10-10,25.846,6.203,418.19,0.1673164,63.1837,Daytime,9:34:30,Uptake,10.57166922,0.5
SR,2023-10-10 06:44:00,2023-10-10,25.872,6.342,417.98,0.1673164,63.1354,Daytime,9:44:30,Uptake,10.56358784,0.666666667
SR,2023-10-10 06:54:00,2023-10-10,25.902,6.334,417.9,0.1673164,63.117,Daytime,9:54:30,Uptake,10.56050922,0.833333333
SR,2023-10-10 07:04:00,2023-10-10,25.928,6.284,417.68,0.1673164,63.0664,Daytime,10:04:30,Uptake,10.55204301,1
SR,2023-10-10 07:14:00,2023-10-10,25.956,6.243,417.51,0.1673164,63.0273,Daytime,10:14:30,Uptake,10.54550094,1.166666667
SR,2023-10-10 07:24:00,2023-10-10,25.976,6.247,417.48,0.1673164,63.0204,Daytime,10:24:30,Uptake,10.54434645,1.333333333
SR,2023-10-10 07:34:00,2023-10-10,26.002,6.248,417.31,0.1673164,62.9813,Daytime,10:34:30,Uptake,10.53780438,1.5
SR,2023-10-10 07:44:00,2023-10-10,26.044,6.257,417.45,0.1673164,63.0135,Daytime,10:44:30,Uptake,10.54319197,1.666666667
SR,2023-10-10 07:54:00,2023-10-10,26.152,6.326,417.13,0.1673164,62.9399,Daytime,10:54:30,Uptake,10.53087748,1.833333333
SR,2023-10-10 08:04:00,2023-10-10,26.21,5.934,417.1,0.1673164,62.933,Daytime,11:04:30,Uptake,10.529723,2
SR,2023-10-10 08:14:00,2023-10-10,26.288,6.282,417,0.1673164,62.91,Daytime,11:14:30,Uptake,10.52587472,2.166666667
SR,2023-10-10 08:24:00,2023-10-10,26.362,6.296,416.7,0.1673164,62.841,Daytime,11:24:30,Uptake,10.51432989,2.333333333
SR,2023-10-10 08:34:00,2023-10-10,26.466,6.254,416.46,0.1673164,62.7858,Daytime,11:34:30,Uptake,10.50509403,2.5
SR,2023-10-10 08:44:00,2023-10-10,26.484,6.024,416.13,0.1673164,62.7099,Daytime,11:44:30,Uptake,10.49239471,2.666666667
SR,2023-10-10 08:54:00,2023-10-10,26.47,6.25,415.77,0.1673164,62.6271,Daytime,11:54:30,Uptake,10.47854091,2.833333333
SR,2023-10-10 09:04:00,2023-10-10,26.49,6.174,415.54,0.1673164,62.5742,Daytime,12:04:30,Uptake,10.46968988,3
SR,2023-10-10 09:14:00,2023-10-10,26.532,5.843,415.55,0.1673164,62.5765,Daytime,12:14:30,Uptake,10.4700747,3.166666667
SR,2023-10-10 09:24:00,2023-10-10,26.524,5.452,415.27,0.1673164,62.5121,Daytime,12:24:30,Uptake,10.45929953,3.333333333
