sampling_datetime,stream,do_mgL,spc_uS_cm,depth_m,calcium_mgL,calcium_g_m2,daytime,time_period,diff_h
2023-09-11 21:00:00,CD,6.81,334.7,2.3408336,43.981,102.9522026,Nighttime,21:00:00,0
2023-09-11 21:10:00,CD,6.64,332.6,2.3408336,43.498,101.8215799,Nighttime,21:10:00,0.166666667
2023-09-11 21:20:00,CD,6.6,322.3,2.3408336,41.129,96.27614513,Nighttime,21:20:00,0.333333333
2023-09-11 21:30:00,CD,6.49,321.6,2.3408336,40.968,95.89927092,Nighttime,21:30:00,0.5
2023-09-11 21:40:00,CD,6.62,369.6,2.3408336,52.008,121.7420739,Nighttime,21:40:00,0.666666667
2023-09-11 21:50:00,CD,6.81,369,2.3408336,51.87,121.4190388,Nighttime,21:50:00,0.833333333
2023-09-11 22:00:00,CD,6.48,386.1,2.3408336,55.803,130.6255374,Nighttime,22:00:00,1
2023-09-11 22:10:00,CD,6.41,384.7,2.3408336,55.481,129.871789,Nighttime,22:10:00,1.166666667
2023-09-11 22:20:00,CD,6.81,382.9,2.3408336,55.067,128.9026839,Nighttime,22:20:00,1.333333333
2023-09-11 22:30:00,CD,6.85,381.9,2.3408336,54.837,128.3642921,Nighttime,22:30:00,1.5
2023-09-11 22:40:00,CD,6.67,376.1,2.3408336,53.503,125.2416201,Nighttime,22:40:00,1.666666667
2023-09-11 22:50:00,CD,6.89,460,2.3408336,72.8,170.4126861,Nighttime,22:50:00,1.833333333
2023-09-11 23:00:00,CD,6.9,459.7,2.3408336,72.731,170.2511686,Nighttime,23:00:00,2
2023-09-12 13:00:00,CD,7.24,350.8,2.3408336,47.684,111.6203094,Daytime,13:00:00,0
2023-09-12 13:10:00,CD,7.34,350.6,2.3408336,47.638,111.512631,Daytime,13:10:00,0.166666667
2023-09-12 13:20:00,CD,6.99,351.2,2.3408336,47.776,111.8356661,Daytime,13:20:00,0.333333333
2023-09-12 13:30:00,CD,7.23,351.8,2.3408336,47.914,112.1587011,Daytime,13:30:00,0.5
2023-09-12 13:40:00,CD,7.38,351.8,2.3408336,47.914,112.1587011,Daytime,13:40:00,0.666666667
2023-09-12 13:50:00,CD,7.37,348.6,2.3408336,47.178,110.4358476,Daytime,13:50:00,0.833333333
2023-09-12 14:00:00,CD,7.16,346.6,2.3408336,46.718,109.3590641,Daytime,14:00:00,1
2023-09-12 14:10:00,CD,7.22,346.6,2.3408336,46.718,109.3590641,Daytime,14:10:00,1.166666667
2023-09-12 14:20:00,CD,7.37,345.6,2.3408336,46.488,108.8206724,Daytime,14:20:00,1.333333333
2023-09-12 14:30:00,CD,7.27,345.4,2.3408336,46.442,108.7129941,Daytime,14:30:00,1.5
2023-09-12 14:40:00,CD,7.2,344.4,2.3408336,46.212,108.1746023,Daytime,14:40:00,1.666666667
2023-09-12 14:50:00,CD,7.23,344.2,2.3408336,46.166,108.066924,Daytime,14:50:00,1.833333333
2023-09-12 15:00:00,CD,7.34,344.2,2.3408336,46.166,108.066924,Daytime,15:00:00,2
2023-09-12 15:10:00,CD,7.35,343.5,2.3408336,46.005,107.6900498,Daytime,15:10:00,2.166666667
2023-09-12 15:20:00,CD,7.34,343.3,2.3408336,45.959,107.5823714,Daytime,15:20:00,2.333333333
2023-09-12 15:30:00,CD,7.37,341.7,2.3408336,45.591,106.7209447,Daytime,15:30:00,2.5
2023-09-12 15:40:00,CD,7.35,341.6,2.3408336,45.568,106.6671055,Nighttime,15:40:00,0
2023-09-12 15:50:00,CD,6.98,341.8,2.3408336,45.614,106.7747838,Nighttime,15:50:00,0.166666667
2023-09-12 16:00:00,CD,7.3,341.7,2.3408336,45.591,106.7209447,Nighttime,16:00:00,0.333333333
2023-09-12 18:00:00,CD,7.18,343.9,2.3408336,46.097,107.9054065,Nighttime,18:00:00,2.333333333
2023-09-12 18:10:00,CD,7.13,343.9,2.3408336,46.097,107.9054065,Nighttime,18:10:00,2.5
2023-09-12 18:20:00,CD,7.01,343.2,2.3408336,45.936,107.5285322,Nighttime,18:20:00,2.666666667
2023-09-12 18:30:00,CD,7.18,343.3,2.3408336,45.959,107.5823714,Nighttime,18:30:00,2.833333333
2023-09-12 18:40:00,CD,7.15,346.3,2.3408336,46.649,109.1975466,Nighttime,18:40:00,3
2023-09-12 18:50:00,CD,7.04,346.4,2.3408336,46.672,109.2513858,Nighttime,18:50:00,3.166666667
2023-09-12 19:00:00,CD,7,347.2,2.3408336,46.856,109.6820992,Nighttime,19:00:00,3.333333333
2023-09-13 10:00:00,CD,7.23,334.8,2.3408336,44.004,103.0060417,Daytime,10:00:00,0
2023-09-13 10:10:00,CD,7.23,333.9,2.3408336,43.797,102.5214892,Daytime,10:10:00,0.166666667
2023-09-13 10:20:00,CD,7.21,334.1,2.3408336,43.843,102.6291675,Daytime,10:20:00,0.333333333
2023-09-13 10:30:00,CD,7.23,333.6,2.3408336,43.728,102.3599717,Daytime,10:30:00,0.5
2023-09-13 10:40:00,CD,7.22,333.8,2.3408336,43.774,102.46765,Daytime,10:40:00,0.666666667
2023-09-13 10:50:00,CD,7.25,334.8,2.3408336,44.004,103.0060417,Daytime,10:50:00,0.833333333
2023-09-13 11:00:00,CD,7.28,334.2,2.3408336,43.866,102.6830067,Daytime,11:00:00,1
2023-09-13 11:10:00,CD,7.24,333.6,2.3408336,43.728,102.3599717,Daytime,11:10:00,1.166666667
2023-09-13 11:20:00,CD,7.31,334.3,2.3408336,43.889,102.7368459,Daytime,11:20:00,1.333333333
2023-09-13 11:30:00,CD,7.31,334.4,2.3408336,43.912,102.790685,Daytime,11:30:00,1.5
2023-09-13 11:40:00,CD,7.32,333.8,2.3408336,43.774,102.46765,Daytime,11:40:00,1.666666667
2023-09-13 11:50:00,CD,7.33,333.8,2.3408336,43.774,102.46765,Daytime,11:50:00,1.833333333
2023-09-13 12:00:00,CD,7.3,333.2,2.3408336,43.636,102.144615,Daytime,12:00:00,2
2023-09-13 12:10:00,CD,7.32,333.5,2.3408336,43.705,102.3061325,Daytime,12:10:00,2.166666667
2023-09-13 12:20:00,CD,7.32,332.9,2.3408336,43.567,101.9830975,Daytime,12:20:00,2.333333333
2023-09-13 12:30:00,CD,7.31,334.3,2.3408336,43.889,,Daytime,12:30:00,2.5
2023-09-13 12:40:00,CD,7.36,333.4,2.3408336,43.682,102.2522933,Daytime,12:40:00,2.666666667
2023-09-13 12:50:00,CD,7.35,332.3,2.3408336,43.429,101.6600624,Daytime,12:50:00,2.833333333
2023-09-13 13:00:00,CD,7.31,330.9,2.3408336,43.107,,Daytime,13:00:00,3
2023-09-13 13:10:00,CD,7.36,330.9,2.3408336,43.107,,Daytime,13:10:00,3.166666667
2023-09-13 13:20:00,CD,7.31,330.9,2.3408336,43.107,,Daytime,13:20:00,3.333333333
2023-09-13 13:30:00,CD,7.34,332.1,2.3408336,43.383,101.5523841,Daytime,13:30:00,3.5
2023-09-13 13:40:00,CD,7.27,332.3,2.3408336,43.429,101.6600624,Daytime,13:40:00,3.666666667
2023-09-13 13:50:00,CD,7.33,332.3,2.3408336,43.429,101.6600624,Daytime,13:50:00,3.833333333
2023-09-13 17:00:00,CD,7.18,331.4,2.3408336,43.222,101.1755099,Nighttime,17:00:00,0
2023-09-13 17:10:00,CD,7.1,332,2.3408336,43.36,101.4985449,Nighttime,17:10:00,0.166666667
2023-09-13 17:20:00,CD,7.11,332.5,2.3408336,43.475,101.7677408,Nighttime,17:20:00,0.333333333
2023-09-13 17:30:00,CD,7.1,332.3,2.3408336,43.429,101.6600624,Nighttime,17:30:00,0.5
2023-09-13 17:40:00,CD,7.12,332.9,2.3408336,43.567,101.9830975,Nighttime,17:40:00,0.666666667
2023-09-13 17:50:00,CD,7.11,333.4,2.3408336,43.682,102.2522933,Nighttime,17:50:00,0.833333333
2023-09-13 18:00:00,CD,7.05,333.6,2.3408336,43.728,102.3599717,Nighttime,18:00:00,1
2023-09-13 18:10:00,CD,7.09,333.7,2.3408336,43.751,102.4138108,Nighttime,18:10:00,1.166666667
2023-09-13 18:20:00,CD,7.02,333.9,2.3408336,43.797,102.5214892,Nighttime,18:20:00,1.333333333
2023-09-13 18:30:00,CD,6.9,334,2.3408336,43.82,102.5753284,Nighttime,18:30:00,1.5
2023-09-13 18:40:00,CD,6.99,333.4,2.3408336,43.682,102.2522933,Nighttime,18:40:00,1.666666667
2023-09-13 18:50:00,CD,7.01,333.5,2.3408336,43.705,102.3061325,Nighttime,18:50:00,1.833333333
2023-09-13 19:00:00,CD,7,333.6,2.3408336,43.728,102.3599717,Nighttime,19:00:00,2
2023-09-14 02:00:00,CD,6.74,335.9,2.3408336,44.257,103.5982726,Nighttime,2:00:00,0
2023-09-14 02:10:00,CD,6.72,335.5,2.3408336,44.165,103.3829159,Nighttime,2:10:00,0.166666667
2023-09-14 02:20:00,CD,6.66,335.3,2.3408336,44.119,103.2752376,Nighttime,2:20:00,0.333333333
2023-09-14 02:30:00,CD,6.7,335.1,2.3408336,44.073,103.1675593,Nighttime,2:30:00,0.5
2023-09-14 02:40:00,CD,6.71,334.7,2.3408336,43.981,102.9522026,Nighttime,2:40:00,0.666666667
2023-09-14 02:50:00,CD,6.64,335.3,2.3408336,44.119,,Nighttime,2:50:00,0.833333333
2023-09-14 03:00:00,CD,6.7,335.1,2.3408336,44.073,,Nighttime,3:00:00,1
2023-09-14 08:00:00,CD,6.98,334,2.3408336,43.82,102.5753284,Daytime,8:00:00,0
2023-09-14 08:10:00,CD,7,333.6,2.3408336,43.728,102.3599717,Daytime,8:10:00,0.166666667
2023-09-14 08:20:00,CD,6.99,334.8,2.3408336,44.004,103.0060417,Daytime,8:20:00,0.333333333
2023-09-14 08:30:00,CD,7.04,333.6,2.3408336,43.728,102.3599717,Daytime,8:30:00,0.5
2023-09-14 08:40:00,CD,7.01,333.2,2.3408336,43.636,102.144615,Daytime,8:40:00,0.666666667
2023-09-14 08:50:00,CD,6.97,333.2,2.3408336,43.636,102.144615,Daytime,8:50:00,0.833333333
2023-09-14 09:00:00,CD,7.02,331.7,2.3408336,43.291,101.3370274,Daytime,9:00:00,1
2023-09-14 09:10:00,CD,6.97,330.6,2.3408336,43.038,100.7447965,Daytime,9:10:00,1.166666667
2023-09-14 09:20:00,CD,6.98,330.2,2.3408336,42.946,100.5294398,Daytime,9:20:00,1.333333333
2023-09-14 09:30:00,CD,7.02,329.8,2.3408336,42.854,100.3140831,Daytime,9:30:00,1.5
2023-09-14 09:40:00,CD,7.05,329.8,2.3408336,42.854,100.3140831,Daytime,9:40:00,1.666666667
2023-09-14 09:50:00,CD,7.07,329,2.3408336,42.67,99.88336971,Daytime,9:50:00,1.833333333
2023-09-14 10:00:00,CD,7.01,328.6,2.3408336,42.578,99.66801302,Daytime,10:00:00,2
2023-09-14 10:10:00,CD,7.06,329,2.3408336,42.67,99.88336971,Daytime,10:10:00,2.166666667
2023-09-14 10:20:00,CD,7.03,329.1,2.3408336,42.693,99.93720888,Daytime,10:20:00,2.333333333
2023-09-14 10:30:00,CD,7.06,329,2.3408336,42.67,,Daytime,10:30:00,2.5
2023-09-14 10:40:00,CD,7.08,329.1,2.3408336,42.693,,Daytime,10:40:00,2.666666667
2023-09-14 10:50:00,CD,7.06,329.2,2.3408336,42.716,,Daytime,10:50:00,2.833333333
2023-09-14 11:00:00,CD,7.05,329.2,2.3408336,42.716,,Daytime,11:00:00,3
2023-09-14 11:10:00,CD,7.03,328.9,2.3408336,42.647,,Daytime,11:10:00,3.166666667
2023-09-14 11:20:00,CD,7.06,328.9,2.3408336,42.647,,Daytime,11:20:00,3.333333333
2023-09-14 11:30:00,CD,7.09,328.2,2.3408336,42.486,,Daytime,11:30:00,3.5
2023-09-14 11:40:00,CD,7.11,327.9,2.3408336,42.417,,Daytime,11:40:00,3.666666667
2023-09-14 11:50:00,CD,7.11,328.7,2.3408336,42.601,,Daytime,11:50:00,3.833333333
2023-09-14 12:00:00,CD,7.05,328.7,2.3408336,42.601,,Daytime,12:00:00,4
2023-10-11 19:04:00,CD,5.849,346.72,1.30704556,46.7456,61.09862893,Nighttime,19:00:00,0
2023-10-11 19:14:00,CD,6.037,348.285,1.30704556,47.10555,61.56909998,Nighttime,19:10:00,0.166666667
2023-10-11 19:24:00,CD,6.028,349.36,1.30704556,47.3528,61.89226699,Nighttime,19:20:00,0.333333333
2023-10-11 19:34:00,CD,6.087,351.34,1.30704556,47.8082,62.48749554,Nighttime,19:30:00,0.5
2023-10-11 19:44:00,CD,6.122,352.46,1.30704556,48.0658,62.82419048,Nighttime,19:40:00,0.666666667
2023-10-11 19:54:00,CD,6.079,353.065,1.30704556,48.20495,63.00606587,Nighttime,19:50:00,0.833333333
2023-10-11 20:04:00,CD,6.045,353.62,1.30704556,48.3326,63.17291023,Nighttime,20:00:00,1
2023-10-11 20:14:00,CD,6.066,354.125,1.30704556,48.44875,63.32472358,Nighttime,20:10:00,1.166666667
2023-10-11 20:24:00,CD,6.099,354.635,1.30704556,48.56605,63.47804002,Nighttime,20:20:00,1.333333333
2023-10-11 20:34:00,CD,6.1,354.7,1.30704556,48.581,63.49758035,Nighttime,20:30:00,1.5
2023-10-11 20:44:00,CD,6.103,355.065,1.30704556,48.66495,63.60730683,Nighttime,20:40:00,1.666666667
