stream_name,stream_abreviation,sampling_date,sampling_datetime,time_period,travertine_deposition,par_umol_m2_s,temp_c,specific_cond_uS_cm,dissolved_oxygen_mgL,dissolved_oxygen_percent,calcium_mgL
Córrego Cabelo Duro,CD,20231013,20231013 07:04:45,Daytime,Active,3.84419423,26.322,362.5,6.141,78.79,49.975
Córrego Cabelo Duro,CD,20231013,20231013 07:14:45,Daytime,Active,5.600578486,26.32,362.27,6.201,79.59,49.9221
Córrego Cabelo Duro,CD,20231013,20231013 07:24:45,Daytime,Active,8.32010172,26.32,362.095,6.271,80.45,49.88185
Córrego Cabelo Duro,CD,20231013,20231013 07:34:45,Daytime,Active,10.51811765,26.32,362.1,6.207,79.65,49.883
Córrego Cabelo Duro,CD,20231013,20231013 07:44:45,Daytime,Active,12.24623297,26.306,362.14,6.248,80.16,49.8922
Córrego Cabelo Duro,CD,20231013,20231013 07:54:45,Daytime,Active,15.92909032,26.3,362.07,6.23,79.9,49.8761
Córrego Cabelo Duro,CD,20231013,20231013 08:04:45,Daytime,Active,9.815795225,26.3,362.04,6.223,79.8,49.8692
Córrego Cabelo Duro,CD,20231013,20231013 08:14:45,Daytime,Active,17.41912468,26.3,361.995,6.24,80.04,49.85885
Córrego Cabelo Duro,CD,20231013,20231013 08:24:45,Daytime,Active,22.33647987,26.3,361.565,6.183,79.31,49.75995
Córrego Cabelo Duro,CD,20231013,20231013 08:34:45,Daytime,Active,22.69135718,26.296,361.315,6.175,79.2,49.70245
Córrego Cabelo Duro,CD,20231013,20231013 08:44:45,Daytime,Active,24.05134328,26.288,361.235,6.239,80.03,49.68405
Córrego Cabelo Duro,CD,20231013,20231013 08:54:45,Daytime,Active,26.76595593,26.28,361.34,6.255,80.15,49.7082
Córrego Cabelo Duro,CD,20231013,20231013 09:04:45,Daytime,Active,28.4153423,26.28,361.28,6.217,79.7,49.6944
Córrego Cabelo Duro,CD,20231013,20231013 09:14:45,Daytime,Active,30.59116569,26.28,361.165,6.246,80.06,49.66795
Córrego Cabelo Duro,CD,20231013,20231013 09:24:45,Daytime,Active,39.95393329,26.28,361.485,6.282,80.56,49.74155
Córrego Cabelo Duro,CD,20231013,20231013 09:34:45,Daytime,Active,35.39901815,26.28,361.465,6.247,80.08,49.73695
Córrego Cabelo Duro,CD,20231013,20231013 09:44:45,Daytime,Active,37.38648924,26.28,361.48,6.277,80.52,49.7404
Córrego Cabelo Duro,CD,20231013,20231013 09:54:45,Daytime,Active,44.14193646,26.28,361.445,6.28,80.54,49.73235
Córrego Cabelo Duro,CD,20231013,20231013 10:04:45,Daytime,Active,43.9096823,26.284,361.48,6.29,80.6,49.7404
Córrego Cabelo Duro,CD,20231013,20231013 10:14:45,Daytime,Active,44.60657207,26.296,361.435,6.346,81.4,49.73005
Córrego Cabelo Duro,CD,20231013,20231013 10:24:45,Daytime,Active,55.23614434,26.3,361.47,6.358,81.56,49.7381
Córrego Cabelo Duro,CD,20231013,20231013 10:34:45,Daytime,Active,116.5787211,26.3,361.435,6.387,81.93,49.73005
Córrego Cabelo Duro,CD,20231013,20231013 10:44:45,Daytime,Active,73.48287155,26.306,361.38,6.379,81.82,49.7174
Córrego Cabelo Duro,CD,20231013,20231013 10:54:45,Daytime,Active,56.95952212,26.32,361.3,6.26,80.29,49.699
Córrego Cabelo Duro,CD,20231013,20231013 11:04:45,Daytime,Active,58.56603719,26.32,361.51,6.397,82.05,49.7473
Córrego Cabelo Duro,CD,20231013,20231013 11:14:45,Daytime,Active,60.39893538,26.33,361.37,6.358,81.61,49.7151
Córrego Cabelo Duro,CD,20231013,20231013 11:24:45,Daytime,Active,63.14253775,26.34,361.53,6.348,81.46,49.7519
Córrego Cabelo Duro,CD,20231013,20231013 11:34:45,Daytime,Active,63.94138499,26.352,361.435,6.421,82.42,49.73005
Córrego Cabelo Duro,CD,20231013,20231013 11:44:45,Daytime,Active,65.6511724,26.36,361.21,6.351,81.54,49.6783
Córrego Cabelo Duro,CD,20231013,20231013 11:54:45,Daytime,Active,65.6511724,26.378,360.885,6.364,81.78,49.60355
Córrego Cabelo Duro,CD,20231013,20231013 12:04:45,Daytime,Active,66.56209996,26.39,360.725,6.469,83.09,49.56675
Córrego Cabelo Duro,CD,20231013,20231013 12:14:45,Daytime,Active,70.19821689,26.42,360.73,6.501,83.59,49.5679
Córrego Cabelo Duro,CD,20231013,20231013 12:24:45,Daytime,Active,69.97131552,26.448,360.69,6.531,84.01,49.5587
Córrego Cabelo Duro,CD,20231013,20231013 12:34:45,Daytime,Active,70.19821689,26.47,360.6,6.582,84.65,49.538
Córrego Cabelo Duro,CD,20231013,20231013 12:44:45,Daytime,Active,70.19821689,26.486,360.82,6.587,84.77,49.5886
Córrego Cabelo Duro,CD,20231013,20231013 12:54:45,Daytime,Active,70.19821689,26.512,360.61,6.605,85.04,49.5403
Córrego Cabelo Duro,CD,20231013,20231013 13:04:45,Daytime,Active,70.19821689,26.54,360.61,6.62,85.33,49.5403
Córrego Cabelo Duro,CD,20231013,20231013 13:14:45,Daytime,Active,70.19821689,26.562,360.42,6.589,84.96,49.4966
Córrego Cabelo Duro,CD,20231013,20231013 13:24:45,Daytime,Active,70.19821689,26.584,360.545,6.576,84.82,49.52535
Córrego Cabelo Duro,CD,20231013,20231013 13:34:45,Daytime,Active,70.19821689,26.608,360.4,6.467,83.45,49.492
Córrego Cabelo Duro,CD,20231013,20231013 13:44:45,Daytime,Active,70.99188277,26.642,360.32,6.366,82.15,49.4736
Córrego Cabelo Duro,CD,20231013,20231013 13:54:45,Daytime,Active,68.60891067,26.666,360.375,6.259,80.81,49.48625
Córrego Cabelo Duro,CD,20231013,20231013 14:04:45,Daytime,Active,66.33443926,26.68,360.59,6.419,82.87,49.5357
Córrego Cabelo Duro,CD,20231013,20231013 14:14:45,Daytime,Active,65.5372696,26.698,360.58,6.27,81,49.5334
Córrego Cabelo Duro,CD,20231013,20231013 14:24:45,Daytime,Active,63.82730428,26.708,360.405,6.456,83.42,49.49315
Córrego Cabelo Duro,CD,20231013,20231013 14:34:45,Daytime,Active,63.14253775,26.72,360.43,6.507,84.06,49.4989
Córrego Cabelo Duro,CD,20231013,20231013 14:44:45,Daytime,Active,59.25375075,26.736,360.335,6.443,83.32,49.47705
Córrego Cabelo Duro,CD,20231013,20231013 14:54:45,Daytime,Active,57.64833246,26.746,360.13,6.54,84.61,49.4299
Córrego Cabelo Duro,CD,20231013,20231013 15:04:45,Daytime,Active,56.04058822,26.76,360.08,6.451,83.44,49.4184
Córrego Cabelo Duro,CD,20231013,20231013 15:14:45,Daytime,Active,52.12678952,26.76,359.91,6.519,84.31,49.3793
Córrego Cabelo Duro,CD,20231013,20231013 15:24:45,Daytime,Active,50.04949414,26.768,359.935,6.501,84.1,49.38505
Córrego Cabelo Duro,CD,20231013,20231013 15:34:45,Daytime,Active,47.96815401,26.78,359.84,6.522,84.33,49.3632
Córrego Cabelo Duro,CD,20231013,20231013 15:44:45,Daytime,Active,47.04185022,26.78,359.785,6.476,83.75,49.35055
Córrego Cabelo Duro,CD,20231013,20231013 15:54:45,Daytime,Active,50.97336366,26.78,359.84,6.406,82.88,49.3632
Córrego Cabelo Duro,CD,20231013,20231013 16:04:45,Daytime,Active,35.80842868,26.78,359.855,6.43,83.16,49.36665
Córrego Cabelo Duro,CD,20231013,20231013 16:14:45,Daytime,Active,34.46242939,26.78,359.5,6.338,82.02,49.285
Córrego Cabelo Duro,CD,20231013,20231013 16:24:45,Daytime,Active,28.7683186,26.78,359.36,6.286,81.32,49.2528
Córrego Cabelo Duro,CD,20231013,20231013 16:34:45,Daytime,Active,21.98135836,26.78,359.36,6.288,81.38,49.2528
Córrego Cabelo Duro,CD,20231013,20231013 16:44:45,Daytime,Active,21.98132399,26.78,359.32,6.321,81.78,49.2436
Córrego Cabelo Duro,CD,20231013,20231013 16:54:45,Daytime,Active,19.81929403,26.78,359.28,6.377,82.51,49.2344
Córrego Cabelo Duro,CD,20231013,20231013 17:04:45,Daytime,Active,14.530223,26.78,359.2,6.337,81.97,49.216
Córrego Cabelo Duro,CD,20231013,20231013 17:14:45,Daytime,Active,7.687590363,26.78,359.155,6.32,81.75,49.20565
Córrego Cabelo Duro,CD,20231013,20231013 17:24:45,Daytime,Active,8.664260771,26.78,359.12,6.337,82,49.1976
Córrego Cabelo Duro,CD,20231013,20231013 17:34:45,Daytime,Active,7.82228449,26.772,359.185,6.315,81.69,49.21255
Córrego Cabelo Duro,CD,20231013,20231013 17:44:45,Daytime,Active,5.911760877,26.764,359.135,6.32,81.77,49.20105
Córrego Cabelo Duro,CD,20231013,20231013 17:54:45,Daytime,Active,5.79552532,26.764,359.11,6.357,82.22,49.1953
Córrego Cabelo Duro,CD,20231013,20231013 18:04:45,Daytime,Active,6.009317697,26.762,359,6.303,81.56,49.17
Córrego Cabelo Duro,CD,20231013,20231013 18:14:45,Daytime,Active,5.596815802,26.76,358.93,6.261,81,49.1539
Córrego Cabelo Duro,CD,20231013,20231013 18:24:45,Daytime,Active,4.140897453,26.764,358.77,6.265,81.07,49.1171
Córrego Cabelo Duro,CD,20231013,20231013 18:34:45,Daytime,Active,1.622678845,26.766,358.705,6.298,81.41,49.10215
Córrego Cabelo Duro,CD,20231013,20231013 18:44:45,Daytime,Active,0.557493086,26.77,358.68,6.251,80.87,49.0964
Córrego Cabelo Duro,CD,20231013,20231013 18:54:45,Daytime,Active,0.113009787,26.764,358.68,6.226,80.52,49.0964
Córrego Cabelo Duro,CD,20231013,20231013 19:04:45,Nighttime,Active,0,26.766,358.675,6.226,80.5,49.09525
Córrego Cabelo Duro,CD,20231013,20231013 19:14:45,Nighttime,Active,0,26.768,358.65,6.315,81.73,49.0895
Córrego Cabelo Duro,CD,20231013,20231013 19:24:45,Nighttime,Active,0,26.76,358.6,6.275,81.17,49.078
Córrego Cabelo Duro,CD,20231013,20231013 19:34:45,Nighttime,Active,0,26.76,358.55,6.239,80.69,49.0665
Córrego Cabelo Duro,CD,20231013,20231013 19:44:45,Nighttime,Active,0,26.76,358.41,6.285,81.27,49.0343
Córrego Cabelo Duro,CD,20231013,20231013 19:54:45,Nighttime,Active,0,26.76,358.26,6.286,81.3,48.9998
Córrego Cabelo Duro,CD,20231013,20231013 20:04:45,Nighttime,Active,0,26.76,358.515,6.184,79.99,49.05845
Córrego Cabelo Duro,CD,20231013,20231013 20:14:45,Nighttime,Active,0,26.748,358.895,6.316,81.67,49.14585
Córrego Cabelo Duro,CD,20231013,20231013 20:24:45,Nighttime,Active,0,26.746,358.87,6.261,80.93,49.1401
Córrego Cabelo Duro,CD,20231013,20231013 20:34:45,Nighttime,Active,0,26.74,358.645,6.284,81.23,49.08835
Córrego Cabelo Duro,CD,20231013,20231013 20:44:45,Nighttime,Active,0,26.738,359.185,6.298,81.44,49.21255
Córrego Cabelo Duro,CD,20231013,20231013 20:54:45,Nighttime,Active,0,26.724,359.465,6.253,80.83,49.27695
Córrego Cabelo Duro,CD,20231013,20231013 21:04:45,Nighttime,Active,0,26.72,359.545,6.137,79.32,49.29535
Córrego Cabelo Duro,CD,20231013,20231013 21:14:45,Nighttime,Active,0,26.72,359.765,6.158,79.57,49.34595
Córrego Cabelo Duro,CD,20231013,20231013 21:24:45,Nighttime,Active,0,26.708,359.945,6.204,80.17,49.38735
Córrego Cabelo Duro,CD,20231013,20231013 21:34:45,Nighttime,Active,0,26.7,362.36,6.137,79.29,49.9428
Córrego Cabelo Duro,CD,20231013,20231013 21:44:45,Nighttime,Active,0,26.7,362.54,6.277,81.06,49.9842
Córrego Cabelo Duro,CD,20231013,20231013 21:54:45,Nighttime,Active,0,26.684,362.765,6.31,81.5,50.03595
Córrego Cabelo Duro,CD,20231013,20231013 22:04:45,Nighttime,Active,0,26.68,363.36,6.266,80.91,50.1728
Córrego Cabelo Duro,CD,20231013,20231013 22:14:45,Nighttime,Active,0,26.672,363.625,6.255,80.75,50.23375
Córrego Cabelo Duro,CD,20231013,20231013 22:24:45,Nighttime,Active,0,26.66,364.58,6.258,80.8,50.4534
Córrego Cabelo Duro,CD,20231013,20231013 22:34:45,Nighttime,Active,0,26.66,362.815,6.223,80.34,50.04745
Córrego Cabelo Duro,CD,20231013,20231013 22:44:45,Nighttime,Active,0,26.644,361.545,6.252,80.69,49.75535
Córrego Cabelo Duro,CD,20231013,20231013 22:54:45,Nighttime,Active,0,26.638,361.045,6.205,80.06,49.64035
Córrego Cabelo Duro,CD,20231013,20231013 23:04:45,Nighttime,Active,0,26.622,361.105,6.193,79.91,49.65415
Córrego Cabelo Duro,CD,20231013,20231013 23:14:45,Nighttime,Active,0,26.616,361.66,6.315,81.48,49.7818
Córrego Cabelo Duro,CD,20231013,20231013 23:24:45,Nighttime,Active,0,26.6,362.045,6.356,81.99,49.87035
Córrego Cabelo Duro,CD,20231013,20231013 23:34:45,Nighttime,Active,0,26.584,361.36,6.307,81.32,49.7128
Córrego Cabelo Duro,CD,20231013,20231013 23:44:45,Nighttime,Active,0,26.58,361.135,6.272,80.86,49.66105
Córrego Cabelo Duro,CD,20231013,20231013 23:54:45,Nighttime,Active,0,26.562,360.965,6.198,79.85,49.62195
Córrego Cabelo Duro,CD,20231014,20231014 00:04:45,Nighttime,Active,0,26.56,361.11,6.227,80.25,49.6553
Córrego Cabelo Duro,CD,20231014,20231014 00:14:45,Nighttime,Active,0,26.546,361.14,6.278,80.88,49.6622
Córrego Cabelo Duro,CD,20231014,20231014 00:24:45,Nighttime,Active,0,26.54,360.89,6.124,78.88,49.6047
Córrego Cabelo Duro,CD,20231014,20231014 00:34:45,Nighttime,Active,0,26.52,360.665,6.22,80.11,49.55295
Córrego Cabelo Duro,CD,20231014,20231014 00:44:45,Nighttime,Active,0,26.504,360.39,6.312,81.25,49.4897
Córrego Cabelo Duro,CD,20231014,20231014 00:54:45,Nighttime,Active,0,26.496,360.185,6.281,80.84,49.44255
Córrego Cabelo Duro,CD,20231014,20231014 01:04:45,Nighttime,Active,0,26.48,360.14,6.225,80.07,49.4322
Córrego Cabelo Duro,CD,20231014,20231014 01:14:45,Nighttime,Active,0,26.468,359.755,6.136,78.95,49.34365
Córrego Cabelo Duro,CD,20231014,20231014 01:24:45,Nighttime,Active,0,26.46,359.74,6.268,80.65,49.3402
Córrego Cabelo Duro,CD,20231014,20231014 01:34:45,Nighttime,Active,0,26.444,359.545,6.218,79.97,49.29535
Córrego Cabelo Duro,CD,20231014,20231014 01:44:45,Nighttime,Active,0,26.432,359.52,6.224,80.03,49.2896
Córrego Cabelo Duro,CD,20231014,20231014 01:54:45,Nighttime,Active,0,26.42,359.145,6.222,79.96,49.20335
Córrego Cabelo Duro,CD,20231014,20231014 02:04:45,Nighttime,Active,0,26.402,359.11,6.109,78.5,49.1953
Córrego Cabelo Duro,CD,20231014,20231014 02:14:45,Nighttime,Active,0,26.388,359.23,6.191,79.5,49.2229
Córrego Cabelo Duro,CD,20231014,20231014 02:24:45,Nighttime,Active,0,26.374,359.085,6.271,80.52,49.18955
Córrego Cabelo Duro,CD,20231014,20231014 02:34:45,Nighttime,Active,0,26.36,358.91,6.266,80.45,49.1493
Córrego Cabelo Duro,CD,20231014,20231014 02:44:45,Nighttime,Active,0,26.342,358.81,6.234,80,49.1263
Córrego Cabelo Duro,CD,20231014,20231014 02:54:45,Nighttime,Active,0,26.326,358.985,6.289,80.7,49.16655
Córrego Cabelo Duro,CD,20231014,20231014 03:04:45,Nighttime,Active,0,26.312,358.895,6.231,79.96,49.14585
Córrego Cabelo Duro,CD,20231014,20231014 03:14:45,Nighttime,Active,0,26.288,358.925,6.274,80.45,49.15275
Córrego Cabelo Duro,CD,20231014,20231014 03:24:45,Nighttime,Active,0,26.278,359.39,6.211,79.61,49.2597
Córrego Cabelo Duro,CD,20231014,20231014 03:34:45,Nighttime,Active,0,26.26,359.235,6.238,79.95,49.22405
Córrego Cabelo Duro,CD,20231014,20231014 03:44:45,Nighttime,Active,0,26.254,359.58,6.24,79.95,49.3034
Córrego Cabelo Duro,CD,20231014,20231014 03:54:45,Nighttime,Active,0,26.24,359.915,6.269,80.33,49.38045
Córrego Cabelo Duro,CD,20231014,20231014 04:04:45,Nighttime,Active,0,26.22,360.095,6.23,79.78,49.42185
Córrego Cabelo Duro,CD,20231014,20231014 04:14:45,Nighttime,Active,0,26.206,360.015,6.208,79.47,49.40345
Córrego Cabelo Duro,CD,20231014,20231014 04:24:45,Nighttime,Active,0,26.2,360.01,6.269,80.28,49.4023
Córrego Cabelo Duro,CD,20231014,20231014 04:34:45,Nighttime,Active,0,26.18,359.81,6.225,79.68,49.3563
Córrego Cabelo Duro,CD,20231014,20231014 04:44:45,Nighttime,Active,0,26.162,358.59,6.258,80.09,49.0757
Córrego Cabelo Duro,CD,20231014,20231014 04:54:45,Nighttime,Active,0,26.16,358.52,6.236,79.78,49.0596
Córrego Cabelo Duro,CD,20231014,20231014 05:04:45,Nighttime,Active,0,26.14,358.39,6.264,80.06,49.0297
Córrego Cabelo Duro,CD,20231014,20231014 05:14:45,Nighttime,Active,0,26.136,358.48,6.243,79.82,49.0504
Córrego Cabelo Duro,CD,20231014,20231014 05:24:45,Nighttime,Active,0,26.12,356.655,6.31,80.71,48.63065
Córrego Cabelo Duro,CD,20231014,20231014 05:34:45,Nighttime,Active,0,26.102,357.03,6.274,80.2,48.7169
Córrego Cabelo Duro,CD,20231014,20231014 05:44:45,Nighttime,Active,0,26.098,356.61,6.255,79.96,48.6203
Córrego Cabelo Duro,CD,20231014,20231014 05:54:45,Nighttime,Active,0,26.08,356.105,6.28,80.24,48.50415
Córrego Cabelo Duro,CD,20231014,20231014 06:04:45,Nighttime,Active,0,26.068,356.965,6.302,80.44,48.70195
Córrego Cabelo Duro,CD,20231014,20231014 06:14:45,Nighttime,Active,0.101635783,26.05,358.02,6.318,80.66,48.9446
Córrego Cabelo Duro,CD,20231014,20231014 06:24:45,Nighttime,Active,0.53100986,26.04,358.77,6.323,80.73,49.1171
Córrego Cabelo Duro,CD,20231014,20231014 06:34:45,Nighttime,Active,1.675352795,26.022,359.18,6.33,80.81,49.2114
Córrego Cabelo Duro,CD,20231014,20231014 06:44:45,Nighttime,Active,2.852356454,26.02,358.21,6.286,80.23,48.9883
Córrego Cabelo Duro,CD,20231014,20231014 06:54:45,Nighttime,Active,4.077027772,26.006,358.985,6.299,80.4,49.16655
Córrego Cabelo Duro,CD,20231014,20231014 07:04:45,Daytime,Active,5.626742756,25.996,359.375,6.279,80.11,49.25625
Córrego Cabelo Duro,CD,20231014,20231014 07:14:45,Daytime,Active,7.777457668,25.98,358.125,6.351,80.99,48.96875
Córrego Cabelo Duro,CD,20231014,20231014 07:24:45,Daytime,Active,9.56916509,25.968,357.745,6.391,81.49,48.88135
Córrego Cabelo Duro,CD,20231014,20231014 07:34:45,Daytime,Active,11.60811822,25.96,357.725,6.319,80.53,48.87675
Córrego Cabelo Duro,CD,20231014,20231014 07:44:45,Daytime,Active,14.82797462,25.954,357.775,6.375,81.24,48.88825
Córrego Cabelo Duro,CD,20231014,20231014 07:54:45,Daytime,Active,17.97976928,25.942,359.59,6.451,82.19,49.3057
Córrego Cabelo Duro,CD,20231014,20231014 08:04:45,Daytime,Active,17.326285,25.94,360.145,6.444,82.12,49.43335
Córrego Cabelo Duro,CD,20231014,20231014 08:14:45,Daytime,Active,16.70209439,25.922,359.95,6.473,82.48,49.3885
Córrego Cabelo Duro,CD,20231014,20231014 08:24:45,Daytime,Active,22.24783835,25.92,360.28,6.489,82.64,49.4644
Córrego Cabelo Duro,CD,20231014,20231014 08:34:45,Daytime,Active,25.52745853,25.92,359.525,6.498,82.73,49.29075
Córrego Cabelo Duro,CD,20231014,20231014 08:44:45,Daytime,Active,29.4744292,25.92,360.235,6.486,82.6,49.45405
Córrego Cabelo Duro,CD,20231014,20231014 08:54:45,Daytime,Active,30.94358614,25.914,360.42,6.541,83.29,49.4966
Córrego Cabelo Duro,CD,20231014,20231014 09:04:45,Daytime,Active,23.57851252,25.904,361.12,6.512,82.95,49.6576
Córrego Cabelo Duro,CD,20231014,20231014 09:14:45,Daytime,Active,30.23860437,25.9,360.855,6.49,82.63,49.59665
Córrego Cabelo Duro,CD,20231014,20231014 09:24:45,Daytime,Active,34.16957479,25.9,361.105,6.583,83.81,49.65415
Córrego Cabelo Duro,CD,20231014,20231014 09:34:45,Daytime,Active,36.15929942,25.9,361.95,6.602,84.11,49.8485
Córrego Cabelo Duro,CD,20231014,20231014 09:44:45,Daytime,Active,36.97760522,25.91,363.605,6.477,82.48,50.22915
Córrego Cabelo Duro,CD,20231014,20231014 09:54:45,Daytime,Active,57.53346601,25.92,361.535,6.619,84.29,49.75305
Córrego Cabelo Duro,CD,20231014,20231014 10:04:45,Daytime,Active,39.02067395,25.92,359.595,6.645,84.64,49.30685
Córrego Cabelo Duro,CD,20231014,20231014 10:14:45,Daytime,Active,37.56161296,25.92,358.905,6.583,83.84,49.14815
Córrego Cabelo Duro,CD,20231014,20231014 10:24:45,Daytime,Active,47.04168208,25.92,359.635,6.714,85.5,49.31605
Córrego Cabelo Duro,CD,20231014,20231014 10:34:45,Daytime,Active,55.35101463,25.936,359.905,6.712,85.5,49.37815
Córrego Cabelo Duro,CD,20231014,20231014 10:44:45,Daytime,Active,53.39460298,25.94,359.285,6.709,85.46,49.23555
Córrego Cabelo Duro,CD,20231014,20231014 10:54:45,Daytime,Active,54.89089471,25.952,360.36,6.716,85.59,49.4828
Córrego Cabelo Duro,CD,20231014,20231014 11:04:45,Daytime,Active,60.51337198,25.966,361.16,6.745,86.04,49.6668
Córrego Cabelo Duro,CD,20231014,20231014 11:14:45,Daytime,Active,62.68574527,25.98,361.185,6.776,86.38,49.67255
Córrego Cabelo Duro,CD,20231014,20231014 11:24:45,Daytime,Active,61.54293356,25.99,362.035,6.785,86.52,49.86805
Córrego Cabelo Duro,CD,20231014,20231014 11:34:45,Daytime,Active,61.88581869,26.004,360.58,6.789,86.61,49.5334
Córrego Cabelo Duro,CD,20231014,20231014 11:44:45,Daytime,Active,65.6511724,26.02,361.505,6.727,85.79,49.74615
Córrego Cabelo Duro,CD,20231014,20231014 11:54:45,Daytime,Active,64.73961789,26.04,363.52,6.776,86.49,50.2096
Córrego Cabelo Duro,CD,20231014,20231014 12:04:45,Daytime,Active,62.4570125,26.06,362.675,6.854,87.52,50.01525
Córrego Cabelo Duro,CD,20231014,20231014 12:14:45,Daytime,Active,54.37325413,26.086,362.135,6.868,87.76,49.89105
Córrego Cabelo Duro,CD,20231014,20231014 12:24:45,Daytime,Active,68.60891067,26.112,364.425,6.855,87.61,50.41775
Córrego Cabelo Duro,CD,20231014,20231014 12:34:45,Daytime,Active,69.74436669,26.142,364.125,6.866,87.85,50.34875
Córrego Cabelo Duro,CD,20231014,20231014 12:44:45,Daytime,Active,69.06323545,26.162,364.3,6.882,88.05,50.389
Córrego Cabelo Duro,CD,20231014,20231014 12:54:45,Daytime,Active,68.15439605,26.188,364.22,6.897,88.25,50.3706
Córrego Cabelo Duro,CD,20231014,20231014 13:04:45,Daytime,Active,70.19821689,26.212,362.745,6.906,88.43,50.03135
Córrego Cabelo Duro,CD,20231014,20231014 13:14:45,Daytime,Active,69.29032666,26.25,363.81,6.813,87.28,50.2763
Córrego Cabelo Duro,CD,20231014,20231014 13:24:45,Daytime,Active,69.40387094,26.272,366.435,6.84,87.69,50.88005
Córrego Cabelo Duro,CD,20231014,20231014 13:34:45,Daytime,Active,68.72249317,26.3,366.285,6.895,88.47,50.84555
Córrego Cabelo Duro,CD,20231014,20231014 13:44:45,Daytime,Active,65.08153979,26.33,368.065,6.881,88.34,51.25495
Córrego Cabelo Duro,CD,20231014,20231014 13:54:45,Daytime,Active,70.53833181,26.352,368.56,6.898,88.57,51.3688
Córrego Cabelo Duro,CD,20231014,20231014 14:04:45,Daytime,Active,67.24479732,26.374,367.995,6.888,88.45,51.23885
Córrego Cabelo Duro,CD,20231014,20231014 14:14:45,Daytime,Active,67.01731202,26.392,365.005,6.866,88.2,50.55115
Córrego Cabelo Duro,CD,20231014,20231014 14:24:45,Daytime,Active,65.6511724,26.414,363.26,6.821,87.69,50.1498
Córrego Cabelo Duro,CD,20231014,20231014 14:34:45,Daytime,Active,63.94135187,26.43,363.445,6.798,87.41,50.19235
Córrego Cabelo Duro,CD,20231014,20231014 14:44:45,Daytime,Active,62.91416524,26.44,363.465,6.773,87.11,50.19695
Córrego Cabelo Duro,CD,20231014,20231014 14:54:45,Daytime,Active,59.71193373,26.46,362.41,6.781,87.26,49.9543
Córrego Cabelo Duro,CD,20231014,20231014 15:04:45,Daytime,Active,59.1391504,26.466,365.79,6.752,86.89,50.7317
Córrego Cabelo Duro,CD,20231014,20231014 15:14:45,Daytime,Active,51.72337941,26.48,364.03,6.73,86.63,50.3269
Córrego Cabelo Duro,CD,20231014,20231014 15:24:45,Daytime,Active,46.34652312,26.498,362.13,6.746,86.84,49.8899
Córrego Cabelo Duro,CD,20231014,20231014 15:34:45,Daytime,Active,42.51495839,26.508,362.91,6.767,87.11,50.0693
Córrego Cabelo Duro,CD,20231014,20231014 15:44:45,Daytime,Active,38.49561877,26.52,363.51,6.782,87.33,50.2073
Córrego Cabelo Duro,CD,20231014,20231014 15:54:45,Daytime,Active,29.94471602,26.52,364.78,6.767,87.13,50.4994
Córrego Cabelo Duro,CD,20231014,20231014 16:04:45,Daytime,Active,23.48986136,26.54,362.2,6.759,87.06,49.906
Córrego Cabelo Duro,CD,20231014,20231014 16:14:45,Daytime,Active,16.64268486,26.54,361.895,6.746,86.9,49.83585
Córrego Cabelo Duro,CD,20231014,20231014 16:24:45,Daytime,Active,10.91780902,26.54,361.56,6.673,85.97,49.7588
Córrego Cabelo Duro,CD,20231014,20231014 16:34:45,Daytime,Active,9.77472264,26.54,360.79,6.66,85.81,49.5817
Córrego Cabelo Duro,CD,20231014,20231014 16:44:45,Daytime,Active,9.554163573,26.546,361.105,6.588,84.87,49.65415
Córrego Cabelo Duro,CD,20231014,20231014 16:54:45,Daytime,Active,10.44344484,26.55,360.885,6.622,85.33,49.60355
Córrego Cabelo Duro,CD,20231014,20231014 17:04:45,Daytime,Active,8.537063334,26.56,361.485,6.684,86.13,49.74155
Córrego Cabelo Duro,CD,20231014,20231014 17:14:45,Daytime,Active,10.23432248,26.56,361.735,6.638,85.52,49.79905
Córrego Cabelo Duro,CD,20231014,20231014 17:24:45,Daytime,Active,10.14467262,26.56,361.495,6.65,85.71,49.74385
Córrego Cabelo Duro,CD,20231014,20231014 17:34:45,Daytime,Active,9.371074462,26.56,360.965,6.634,85.5,49.62195
Córrego Cabelo Duro,CD,20231014,20231014 17:44:45,Daytime,Active,8.518399632,26.56,360.775,6.659,85.83,49.57825
Córrego Cabelo Duro,CD,20231014,20231014 17:54:45,Daytime,Active,8.114261527,26.56,359.075,6.565,84.61,49.18725
Córrego Cabelo Duro,CD,20231014,20231014 18:04:45,Daytime,Active,6.530196098,26.568,358.735,6.598,85.02,49.10905
Córrego Cabelo Duro,CD,20231014,20231014 18:14:45,Daytime,Active,4.324883389,26.58,359.97,6.63,85.48,49.3931
Córrego Cabelo Duro,CD,20231014,20231014 18:24:45,Daytime,Active,2.186874499,26.58,359.36,6.645,85.61,49.2528
Córrego Cabelo Duro,CD,20231014,20231014 18:34:45,Daytime,Active,0.941487926,26.58,358.955,6.652,85.75,49.15965
Córrego Cabelo Duro,CD,20231014,20231014 18:44:45,Daytime,Active,0.263626627,26.584,359.71,6.621,85.31,49.3333
Córrego Cabelo Duro,CD,20231014,20231014 18:54:45,Daytime,Active,0.015119907,26.6,359.68,6.626,85.44,49.3264
Córrego Cabelo Duro,CD,20231014,20231014 19:04:45,Nighttime,Active,0,26.6,358.64,6.608,85.2,49.0872
