stream_name,stream_abreviation,sampling_date,sampling_datetime,time_period,travertine_deposition,par_umol_m2_s,temp_c,specific_cond_uS_cm,dissolved_oxygen_mgL,dissolved_oxygen_percent,calcium_mgL
Córrego Cabelo Duro,CD,20230913,20230913 07:00:00,Daytime,Active,2.634061942,24.94,336.4,7.08,89.1,43.972
Córrego Cabelo Duro,CD,20230913,20230913 07:10:00,Daytime,Active,4.062341806,24.94,336.4,7.13,89.7,43.972
Córrego Cabelo Duro,CD,20230913,20230913 07:20:00,Daytime,Active,5.638065334,24.94,336.4,7.15,90,43.972
Córrego Cabelo Duro,CD,20230913,20230913 07:30:00,Daytime,Active,7.661192312,24.94,336.8,7.13,89.7,44.064
Córrego Cabelo Duro,CD,20230913,20230913 07:40:00,Daytime,Active,10.20443994,24.94,336.4,7.12,89.5,43.972
Córrego Cabelo Duro,CD,20230913,20230913 07:50:00,Daytime,Active,13.1897174,24.94,336.4,7.15,90,43.972
Córrego Cabelo Duro,CD,20230913,20230913 08:00:00,Daytime,Active,17.35567984,24.94,336.4,7.11,89.4,43.972
Córrego Cabelo Duro,CD,20230913,20230913 08:10:00,Daytime,Active,21.5078,24.94,336.8,7.1,89.3,44.064
Córrego Cabelo Duro,CD,20230913,20230913 08:20:00,Daytime,Active,27.41389374,24.96,335.5,7.1,89.3,43.765
Córrego Cabelo Duro,CD,20230913,20230913 08:30:00,Daytime,Active,101.4959952,24.96,335.5,7.16,90.2,43.765
Córrego Cabelo Duro,CD,20230913,20230913 08:40:00,Daytime,Active,92.64868943,24.96,335.3,7.16,90.2,43.719
Córrego Cabelo Duro,CD,20230913,20230913 08:50:00,Daytime,Active,34.4625994,24.98,335.3,7.15,90.1,43.719
Córrego Cabelo Duro,CD,20230913,20230913 09:00:00,Daytime,Active,36.80222294,24.98,334.8,7.17,90.3,43.604
Córrego Cabelo Duro,CD,20230913,20230913 09:10:00,Daytime,Active,37.97025554,25,334.8,7.16,90.2,43.604
Córrego Cabelo Duro,CD,20230913,20230913 09:20:00,Daytime,Active,44.9548904,25.02,334.6,7.14,90,43.558
Córrego Cabelo Duro,CD,20230913,20230913 09:30:00,Daytime,Active,51.89613894,25.02,334.4,7.21,90.8,43.512
Córrego Cabelo Duro,CD,20230913,20230913 09:40:00,Daytime,Active,65.6511724,25.04,335.1,7.22,91,43.673
Córrego Cabelo Duro,CD,20230913,20230913 09:50:00,Daytime,Active,65.6511724,25.06,335,7.21,90.9,43.65
Córrego Cabelo Duro,CD,20230913,20230913 10:00:00,Daytime,Active,70.19821689,25.08,334.8,7.23,91.2,43.604
Córrego Cabelo Duro,CD,20230913,20230913 10:10:00,Daytime,Active,136.1252676,25.1,333.9,7.23,91.3,43.397
Córrego Cabelo Duro,CD,20230913,20230913 10:20:00,Daytime,Active,410.094812,25.12,334.1,7.21,91,43.443
Córrego Cabelo Duro,CD,20230913,20230913 10:30:00,Daytime,Active,105.8905364,25.14,333.6,7.23,91.3,43.328
Córrego Cabelo Duro,CD,20230913,20230913 10:40:00,Daytime,Active,255.1658702,25.16,333.8,7.22,91.2,43.374
Córrego Cabelo Duro,CD,20230913,20230913 10:50:00,Daytime,Active,584.7914965,25.18,334.8,7.25,91.7,43.604
Córrego Cabelo Duro,CD,20230913,20230913 11:00:00,Daytime,Active,598.772248,25.2,334.2,7.28,92,43.466
Córrego Cabelo Duro,CD,20230913,20230913 11:10:00,Daytime,Active,584.7914965,25.22,333.6,7.24,91.6,43.328
Córrego Cabelo Duro,CD,20230913,20230913 11:20:00,Daytime,Active,398.8544661,25.24,334.3,7.31,92.5,43.489
Córrego Cabelo Duro,CD,20230913,20230913 11:30:00,Daytime,Active,325.0349514,25.26,334.4,7.31,92.5,43.512
Córrego Cabelo Duro,CD,20230913,20230913 11:40:00,Daytime,Active,461.7401955,25.3,333.8,7.32,92.7,43.374
Córrego Cabelo Duro,CD,20230913,20230913 11:50:00,Daytime,Active,123.2814256,25.34,333.8,7.33,93,43.374
Córrego Cabelo Duro,CD,20230913,20230913 12:00:00,Daytime,Active,101.4959952,25.38,333.2,7.3,92.6,43.236
Córrego Cabelo Duro,CD,20230913,20230913 12:10:00,Daytime,Active,97.08183396,25.4,333.5,7.32,92.9,43.305
Córrego Cabelo Duro,CD,20230913,20230913 12:20:00,Daytime,Active,92.64868943,25.42,332.9,7.32,93,43.167
Córrego Cabelo Duro,CD,20230913,20230913 12:30:00,Daytime,Active,101.4959952,25.46,334.3,7.31,92.9,43.489
Córrego Cabelo Duro,CD,20230913,20230913 12:40:00,Daytime,Active,92.64868943,25.48,333.4,7.36,93.5,43.282
Córrego Cabelo Duro,CD,20230913,20230913 12:50:00,Daytime,Active,140.3685816,25.5,332.3,7.35,93.4,43.029
Córrego Cabelo Duro,CD,20230913,20230913 13:00:00,Daytime,Active,83.7254504,25.52,330.9,7.31,93,42.707
Córrego Cabelo Duro,CD,20230913,20230913 13:10:00,Daytime,Active,27.41389374,25.54,330.9,7.36,93.6,42.707
Córrego Cabelo Duro,CD,20230913,20230913 13:20:00,Daytime,Active,25.05528962,25.54,330.9,7.31,93,42.707
Córrego Cabelo Duro,CD,20230913,20230913 13:30:00,Daytime,Active,42.6312,25.54,332.1,7.34,93.3,42.983
Córrego Cabelo Duro,CD,20230913,20230913 13:40:00,Daytime,Active,58.79534469,25.54,332.3,7.27,92.5,43.029
Córrego Cabelo Duro,CD,20230913,20230913 13:50:00,Daytime,Active,101.4959952,25.62,332.3,7.33,93.3,43.029
Córrego Cabelo Duro,CD,20230913,20230913 14:00:00,Daytime,Active,83.7254504,25.68,329.3,7.33,93.4,42.339
Córrego Cabelo Duro,CD,20230913,20230913 14:10:00,Daytime,Active,83.7254504,25.72,328,7.33,93.5,42.04
Córrego Cabelo Duro,CD,20230913,20230913 14:20:00,Daytime,Active,83.7254504,25.68,327.1,7.35,93.7,41.833
Córrego Cabelo Duro,CD,20230913,20230913 14:30:00,Daytime,Active,83.7254504,25.68,326.9,7.33,93.5,41.787
Córrego Cabelo Duro,CD,20230913,20230913 14:40:00,Daytime,Active,83.7254504,25.68,327.3,7.3,93.2,41.879
Córrego Cabelo Duro,CD,20230913,20230913 14:50:00,Daytime,Active,79.23535589,25.7,328,7.27,92.8,42.04
Córrego Cabelo Duro,CD,20230913,20230913 15:00:00,Daytime,Active,72.46429174,25.72,328.8,7.31,93.3,42.224
Córrego Cabelo Duro,CD,20230913,20230913 15:10:00,Daytime,Active,72.46429174,25.74,329,7.28,93,42.27
Córrego Cabelo Duro,CD,20230913,20230913 15:20:00,Daytime,Active,65.6511724,25.78,329.3,7.32,93.5,42.339
Córrego Cabelo Duro,CD,20230913,20230913 15:30:00,Daytime,Active,63.3708628,25.78,329.7,7.31,93.4,42.431
Córrego Cabelo Duro,CD,20230913,20230913 15:40:00,Daytime,Active,51.89613894,25.8,329.5,7.28,93.1,42.385
Córrego Cabelo Duro,CD,20230913,20230913 15:50:00,Daytime,Active,49.58735849,25.82,329.7,7.32,93.6,42.431
Córrego Cabelo Duro,CD,20230913,20230913 16:00:00,Daytime,Active,49.58735849,25.84,329.1,7.24,92.6,42.293
Córrego Cabelo Duro,CD,20230913,20230913 16:10:00,Daytime,Active,26.23518474,25.84,329.4,7.24,92.6,42.362
Córrego Cabelo Duro,CD,20230913,20230913 16:20:00,Daytime,Active,37.97025554,25.86,329.8,7.22,92.4,42.454
Córrego Cabelo Duro,CD,20230913,20230913 16:30:00,Daytime,Active,42.6312,25.86,330.1,7.22,92.4,42.523
Córrego Cabelo Duro,CD,20230913,20230913 16:40:00,Daytime,Active,21.5078,25.86,330.4,7.19,92,42.592
Córrego Cabelo Duro,CD,20230913,20230913 16:50:00,Daytime,Active,22.69125414,25.86,331,7.2,92.1,42.73
Córrego Cabelo Duro,CD,20230913,20230913 17:00:00,Daytime,Active,15.57204654,25.86,331.4,7.18,91.8,42.822
Córrego Cabelo Duro,CD,20230913,20230913 17:10:00,Daytime,Active,9.157910115,25.84,332,7.1,90.8,42.96
Córrego Cabelo Duro,CD,20230913,20230913 17:20:00,Daytime,Active,9.606633343,25.82,332.5,7.11,90.9,43.075
Córrego Cabelo Duro,CD,20230913,20230913 17:30:00,Daytime,Active,2.408427773,25.8,332.3,7.1,90.8,43.029
Córrego Cabelo Duro,CD,20230913,20230913 17:40:00,Daytime,Active,1.731973885,25.78,332.9,7.12,91,43.167
Córrego Cabelo Duro,CD,20230913,20230913 17:50:00,Daytime,Active,4.286972355,25.76,333.4,7.11,90.8,43.282
Córrego Cabelo Duro,CD,20230913,20230913 18:00:00,Daytime,Active,0.828519629,25.74,333.6,7.05,90,43.328
Córrego Cabelo Duro,CD,20230913,20230913 18:10:00,Daytime,Active,0.904066147,25.72,333.7,7.09,90.5,43.351
Córrego Cabelo Duro,CD,20230913,20230913 18:20:00,Daytime,Active,0.226079134,25.7,333.9,7.02,89.6,43.397
Córrego Cabelo Duro,CD,20230913,20230913 18:30:00,Daytime,Active,0.075597667,25.68,334,6.9,88.1,43.42
Córrego Cabelo Duro,CD,20230913,20230913 18:40:00,Daytime,Active,0,25.68,333.4,6.99,89.2,43.282
Córrego Cabelo Duro,CD,20230913,20230913 18:50:00,Daytime,Active,0,25.66,333.5,7.01,89.4,43.305
Córrego Cabelo Duro,CD,20230913,20230913 19:00:00,Nighttime,Active,0,25.64,333.6,7,89.3,43.328
Córrego Cabelo Duro,CD,20230913,20230913 19:10:00,Nighttime,Active,0,25.64,333.7,7,89.3,43.351
Córrego Cabelo Duro,CD,20230913,20230913 19:20:00,Nighttime,Active,0,25.62,333.4,6.92,88.1,43.282
Córrego Cabelo Duro,CD,20230913,20230913 19:30:00,Nighttime,Active,0,25.6,349.9,6.9,87.9,47.077
Córrego Cabelo Duro,CD,20230913,20230913 19:40:00,Nighttime,Active,0,25.6,343.9,6.95,88.5,45.697
Córrego Cabelo Duro,CD,20230913,20230913 19:50:00,Nighttime,Active,0,25.58,342.9,6.94,88.3,45.467
Córrego Cabelo Duro,CD,20230913,20230913 20:00:00,Nighttime,Active,0,25.58,341.8,6.92,88.1,45.214
Córrego Cabelo Duro,CD,20230913,20230913 20:10:00,Nighttime,Active,0,25.56,344.9,6.88,87.6,45.927
Córrego Cabelo Duro,CD,20230913,20230913 20:20:00,Nighttime,Active,0,25.56,344.6,6.93,88.2,45.858
Córrego Cabelo Duro,CD,20230913,20230913 20:30:00,Nighttime,Active,0,25.54,342.4,6.93,88.2,45.352
Córrego Cabelo Duro,CD,20230913,20230913 20:40:00,Nighttime,Active,0,25.54,341.4,6.92,88,45.122
Córrego Cabelo Duro,CD,20230913,20230913 20:50:00,Nighttime,Active,0,25.52,341,6.9,87.7,45.03
Córrego Cabelo Duro,CD,20230913,20230913 21:00:00,Nighttime,Active,0,25.52,340.4,6.89,87.6,44.892
Córrego Cabelo Duro,CD,20230913,20230913 21:10:00,Nighttime,Active,0,25.5,340.2,6.83,86.8,44.846
Córrego Cabelo Duro,CD,20230913,20230913 21:20:00,Nighttime,Active,0,25.48,340.2,6.79,86.2,44.846
Córrego Cabelo Duro,CD,20230913,20230913 21:30:00,Nighttime,Active,0,25.48,340.4,6.82,86.7,44.892
Córrego Cabelo Duro,CD,20230913,20230913 21:40:00,Nighttime,Active,0,25.46,340.2,6.86,87.2,44.846
Córrego Cabelo Duro,CD,20230913,20230913 21:50:00,Nighttime,Active,0,25.44,339.9,6.83,86.8,44.777
Córrego Cabelo Duro,CD,20230913,20230913 22:00:00,Nighttime,Active,0,25.42,339.6,6.8,86.3,44.708
Córrego Cabelo Duro,CD,20230913,20230913 22:10:00,Nighttime,Active,0,25.42,338.9,6.79,86.2,44.547
Córrego Cabelo Duro,CD,20230913,20230913 22:20:00,Nighttime,Active,0,25.4,339,6.78,86,44.57
Córrego Cabelo Duro,CD,20230913,20230913 22:30:00,Nighttime,Active,0,25.38,338.6,6.79,86.1,44.478
Córrego Cabelo Duro,CD,20230913,20230913 22:40:00,Nighttime,Active,0,25.38,339.2,6.76,85.7,44.616
Córrego Cabelo Duro,CD,20230913,20230913 22:50:00,Nighttime,Active,0,25.36,339,6.68,84.7,44.57
Córrego Cabelo Duro,CD,20230913,20230913 23:00:00,Nighttime,Active,0,25.34,338.8,6.68,84.7,44.524
Córrego Cabelo Duro,CD,20230913,20230913 23:10:00,Nighttime,Active,0,25.32,336.2,6.68,84.6,43.926
Córrego Cabelo Duro,CD,20230913,20230913 23:20:00,Nighttime,Active,0,25.3,337.1,6.68,84.6,44.133
Córrego Cabelo Duro,CD,20230913,20230913 23:30:00,Nighttime,Active,0,25.3,336.1,6.62,83.9,43.903
Córrego Cabelo Duro,CD,20230913,20230913 23:40:00,Nighttime,Active,0,25.28,336.3,6.65,84.2,43.949
Córrego Cabelo Duro,CD,20230913,20230913 23:50:00,Nighttime,Active,0,25.26,336,6.65,84.1,43.88
Córrego Cabelo Duro,CD,20230914,20230914 00:00:00,Nighttime,Active,0,25.24,336.2,6.64,84,43.926
Córrego Cabelo Duro,CD,20230914,20230914 00:10:00,Nighttime,Active,0,25.22,336.3,6.7,84.8,43.949
Córrego Cabelo Duro,CD,20230914,20230914 00:20:00,Nighttime,Active,0,25.2,336,6.67,84.3,43.88
Córrego Cabelo Duro,CD,20230914,20230914 00:30:00,Nighttime,Active,0,25.2,336.2,6.56,82.9,43.926
Córrego Cabelo Duro,CD,20230914,20230914 00:40:00,Nighttime,Active,0,25.18,336.7,6.69,84.6,44.041
Córrego Cabelo Duro,CD,20230914,20230914 00:50:00,Nighttime,Active,0,25.16,336.8,6.71,84.8,44.064
Córrego Cabelo Duro,CD,20230914,20230914 01:00:00,Nighttime,Active,0,25.14,336.9,6.68,84.4,44.087
Córrego Cabelo Duro,CD,20230914,20230914 01:10:00,Nighttime,Active,0,25.12,336.3,6.68,84.4,43.949
Córrego Cabelo Duro,CD,20230914,20230914 01:20:00,Nighttime,Active,0,25.1,336.1,6.76,85.3,43.903
Córrego Cabelo Duro,CD,20230914,20230914 01:30:00,Nighttime,Active,0,25.08,335.9,6.74,85,43.857
Córrego Cabelo Duro,CD,20230914,20230914 01:40:00,Nighttime,Active,0,25.08,336,6.73,84.9,43.88
Córrego Cabelo Duro,CD,20230914,20230914 01:50:00,Nighttime,Active,0,25.04,336.1,6.73,84.8,43.903
Córrego Cabelo Duro,CD,20230914,20230914 02:00:00,Nighttime,Active,0,25.04,335.9,6.74,84.9,43.857
Córrego Cabelo Duro,CD,20230914,20230914 02:10:00,Nighttime,Active,0,25.02,335.5,6.72,84.6,43.765
Córrego Cabelo Duro,CD,20230914,20230914 02:20:00,Nighttime,Active,0,25,335.3,6.66,83.9,43.719
Córrego Cabelo Duro,CD,20230914,20230914 02:30:00,Nighttime,Active,0,24.98,335.1,6.7,84.3,43.673
Córrego Cabelo Duro,CD,20230914,20230914 02:40:00,Nighttime,Active,0,24.96,334.7,6.71,84.4,43.581
Córrego Cabelo Duro,CD,20230914,20230914 02:50:00,Nighttime,Active,0,24.96,335.3,6.64,83.6,43.719
Córrego Cabelo Duro,CD,20230914,20230914 03:00:00,Nighttime,Active,0,24.94,335.1,6.7,84.3,43.673
Córrego Cabelo Duro,CD,20230914,20230914 03:10:00,Nighttime,Active,0,24.92,338.3,6.7,84.2,44.409
Córrego Cabelo Duro,CD,20230914,20230914 03:20:00,Nighttime,Active,0,24.9,338,6.71,84.3,44.34
Córrego Cabelo Duro,CD,20230914,20230914 03:30:00,Nighttime,Active,0,24.88,337.7,6.69,84,44.271
Córrego Cabelo Duro,CD,20230914,20230914 03:40:00,Nighttime,Active,0,24.88,337.4,6.71,84.3,44.202
Córrego Cabelo Duro,CD,20230914,20230914 03:50:00,Nighttime,Active,0,24.86,337.2,6.72,84.4,44.156
Córrego Cabelo Duro,CD,20230914,20230914 04:00:00,Nighttime,Active,0,24.84,338.4,6.71,84.3,44.432
Córrego Cabelo Duro,CD,20230914,20230914 04:10:00,Nighttime,Active,0,24.84,336.9,6.73,84.5,44.087
Córrego Cabelo Duro,CD,20230914,20230914 04:20:00,Nighttime,Active,0,24.82,337.1,6.75,84.8,44.133
Córrego Cabelo Duro,CD,20230914,20230914 04:30:00,Nighttime,Active,0,24.82,336.4,6.76,84.9,43.972
Córrego Cabelo Duro,CD,20230914,20230914 04:40:00,Nighttime,Active,0,24.82,336,6.79,85.2,43.88
Córrego Cabelo Duro,CD,20230914,20230914 04:50:00,Nighttime,Active,0,24.8,335.6,6.8,85.3,43.788
Córrego Cabelo Duro,CD,20230914,20230914 05:00:00,Nighttime,Active,0,24.78,334.8,6.87,86.1,43.604
Córrego Cabelo Duro,CD,20230914,20230914 05:10:00,Nighttime,Active,0,24.78,334.9,6.79,85.2,43.627
Córrego Cabelo Duro,CD,20230914,20230914 05:20:00,Nighttime,Active,0,24.78,334.9,6.85,86,43.627
Córrego Cabelo Duro,CD,20230914,20230914 05:30:00,Nighttime,Active,0,24.76,334.5,6.87,86.1,43.535
Córrego Cabelo Duro,CD,20230914,20230914 05:40:00,Nighttime,Active,0,24.76,334.6,6.84,85.8,43.558
Córrego Cabelo Duro,CD,20230914,20230914 05:50:00,Nighttime,Active,0,24.76,334.6,6.88,86.3,43.558
Córrego Cabelo Duro,CD,20230914,20230914 06:00:00,Nighttime,Active,0,24.74,334.7,6.91,86.6,43.581
Córrego Cabelo Duro,CD,20230914,20230914 06:10:00,Nighttime,Active,0,24.74,337.9,6.91,86.6,44.317
Córrego Cabelo Duro,CD,20230914,20230914 06:20:00,Nighttime,Active,0,24.74,337.2,6.92,86.8,44.156
Córrego Cabelo Duro,CD,20230914,20230914 06:30:00,Nighttime,Active,0,24.74,337.2,6.92,86.8,44.156
Córrego Cabelo Duro,CD,20230914,20230914 06:40:00,Nighttime,Active,0,24.72,336.9,6.91,86.6,44.087
Córrego Cabelo Duro,CD,20230914,20230914 06:50:00,Nighttime,Active,0.075597667,24.72,336.9,6.93,86.9,44.087
Córrego Cabelo Duro,CD,20230914,20230914 07:00:00,Daytime,Active,0.602551736,24.72,336.9,6.9,86.5,44.087
Córrego Cabelo Duro,CD,20230914,20230914 07:10:00,Daytime,Active,1.204806943,24.72,337.3,6.88,86.2,44.179
Córrego Cabelo Duro,CD,20230914,20230914 07:20:00,Daytime,Active,2.183450623,24.72,337.7,6.94,86.9,44.271
Córrego Cabelo Duro,CD,20230914,20230914 07:30:00,Daytime,Active,3.911634718,24.72,336.9,6.96,87.2,44.087
Córrego Cabelo Duro,CD,20230914,20230914 07:40:00,Daytime,Active,3.46079752,24.7,336.1,6.98,87.4,43.903
Córrego Cabelo Duro,CD,20230914,20230914 07:50:00,Daytime,Active,3.46079752,24.7,335.2,6.94,86.9,43.696
Córrego Cabelo Duro,CD,20230914,20230914 08:00:00,Daytime,Active,7.211745822,24.7,334,6.98,87.4,43.42
Córrego Cabelo Duro,CD,20230914,20230914 08:10:00,Daytime,Active,9.606633343,24.7,333.6,7,87.7,43.328
Córrego Cabelo Duro,CD,20230914,20230914 08:20:00,Daytime,Active,12.59270102,24.68,334.8,6.99,87.6,43.604
Córrego Cabelo Duro,CD,20230914,20230914 08:30:00,Daytime,Active,16.76143194,24.68,333.6,7.04,88.1,43.328
Córrego Cabelo Duro,CD,20230914,20230914 08:40:00,Daytime,Active,22.69125414,24.68,333.2,7.01,87.8,43.236
Córrego Cabelo Duro,CD,20230914,20230914 08:50:00,Daytime,Active,11.99608054,24.68,333.2,6.97,87.3,43.236
Córrego Cabelo Duro,CD,20230914,20230914 09:00:00,Daytime,Active,7.811434395,24.68,331.7,7.02,87.8,42.891
Córrego Cabelo Duro,CD,20230914,20230914 09:10:00,Daytime,Active,13.78574447,24.68,330.6,6.97,87.3,42.638
Córrego Cabelo Duro,CD,20230914,20230914 09:20:00,Daytime,Active,21.5078,24.68,330.2,6.98,87.4,42.546
Córrego Cabelo Duro,CD,20230914,20230914 09:30:00,Daytime,Active,28.59210009,24.68,329.8,7.02,87.9,42.454
Córrego Cabelo Duro,CD,20230914,20230914 09:40:00,Daytime,Active,26.23518474,24.66,329.8,7.05,88.2,42.454
Córrego Cabelo Duro,CD,20230914,20230914 09:50:00,Daytime,Active,35.63300422,24.66,329,7.07,88.5,42.27
Córrego Cabelo Duro,CD,20230914,20230914 10:00:00,Daytime,Active,25.05528962,24.66,328.6,7.01,87.7,42.178
Córrego Cabelo Duro,CD,20230914,20230914 10:10:00,Daytime,Active,23.8742084,24.66,329,7.06,88.4,42.27
Córrego Cabelo Duro,CD,20230914,20230914 10:20:00,Daytime,Active,14.38147502,24.66,329.1,7.03,88,42.293
Córrego Cabelo Duro,CD,20230914,20230914 10:30:00,Daytime,Active,28.59210009,24.66,329,7.06,88.4,42.27
Córrego Cabelo Duro,CD,20230914,20230914 10:40:00,Daytime,Active,21.5078,24.66,329.1,7.08,88.7,42.293
Córrego Cabelo Duro,CD,20230914,20230914 10:50:00,Daytime,Active,18.5439754,24.64,329.2,7.06,88.4,42.316
Córrego Cabelo Duro,CD,20230914,20230914 11:00:00,Daytime,Active,19.13733337,24.64,329.2,7.05,88.2,42.316
Córrego Cabelo Duro,CD,20230914,20230914 11:10:00,Daytime,Active,32.11755,24.64,328.9,7.03,88,42.247
Córrego Cabelo Duro,CD,20230914,20230914 11:20:00,Daytime,Active,35.63300422,24.64,328.9,7.06,88.4,42.247
Córrego Cabelo Duro,CD,20230914,20230914 11:30:00,Daytime,Active,42.6312,24.62,328.2,7.09,88.6,42.086
Córrego Cabelo Duro,CD,20230914,20230914 11:40:00,Daytime,Active,29.76843617,24.62,327.9,7.11,88.9,42.017
Córrego Cabelo Duro,CD,20230914,20230914 11:50:00,Daytime,Active,42.6312,24.62,328.7,7.11,88.9,42.201
Córrego Cabelo Duro,CD,20230914,20230914 12:00:00,Daytime,Active,35.63300422,24.6,328.7,7.05,88.2,42.201
Córrego Cabelo Duro,CD,20230914,20230914 12:10:00,Daytime,Active,32.11755,24.6,329.7,7.1,88.8,42.431
Córrego Cabelo Duro,CD,20230914,20230914 12:20:00,Daytime,Active,42.6312,24.6,329.3,7.07,88.3,42.339
Córrego Cabelo Duro,CD,20231011,20231011 19:04:45,Nighttime,Active,0,27.09,346.72,5.849,76.15,46.3456
Córrego Cabelo Duro,CD,20231011,20231011 19:14:45,Nighttime,Active,0,26.984,348.285,6.037,78.37,46.70555
Córrego Cabelo Duro,CD,20231011,20231011 19:24:45,Nighttime,Active,0,26.944,349.36,6.028,78.16,46.9528
Córrego Cabelo Duro,CD,20231011,20231011 19:34:45,Nighttime,Active,0,26.94,351.34,6.087,78.95,47.4082
Córrego Cabelo Duro,CD,20231011,20231011 19:44:45,Nighttime,Active,0,26.926,352.46,6.122,79.4,47.6658
Córrego Cabelo Duro,CD,20231011,20231011 19:54:45,Nighttime,Active,0,26.92,353.065,6.079,78.85,47.80495
Córrego Cabelo Duro,CD,20231011,20231011 20:04:45,Nighttime,Active,0,26.912,353.62,6.045,78.41,47.9326
Córrego Cabelo Duro,CD,20231011,20231011 20:14:45,Nighttime,Active,0,26.9,354.125,6.066,78.7,48.04875
Córrego Cabelo Duro,CD,20231011,20231011 20:24:45,Nighttime,Active,0,26.9,354.635,6.099,79.14,48.16605
Córrego Cabelo Duro,CD,20231011,20231011 20:34:45,Nighttime,Active,0,26.892,354.7,6.1,79.07,48.181
Córrego Cabelo Duro,CD,20231011,20231011 20:44:45,Nighttime,Active,0,26.88,355.065,6.103,79.05,48.26495
Córrego Cabelo Duro,CD,20231011,20231011 20:54:45,Nighttime,Active,0,26.866,355.655,6.022,78,48.40065
Córrego Cabelo Duro,CD,20231011,20231011 21:04:45,Nighttime,Active,0,26.86,355.995,6.052,78.4,48.47885
Córrego Cabelo Duro,CD,20231011,20231011 21:14:45,Nighttime,Active,0,26.846,356.51,6.054,78.42,48.5973
Córrego Cabelo Duro,CD,20231011,20231011 21:24:45,Nighttime,Active,0,26.836,356.69,6.064,78.55,48.6387
Córrego Cabelo Duro,CD,20231011,20231011 21:34:45,Nighttime,Active,0,26.82,357.245,6.019,77.96,48.76635
Córrego Cabelo Duro,CD,20231011,20231011 21:44:45,Nighttime,Active,0,26.804,357.905,6.008,77.83,48.91815
Córrego Cabelo Duro,CD,20231011,20231011 21:54:45,Nighttime,Active,0,26.796,358.035,5.963,77.18,48.94805
Córrego Cabelo Duro,CD,20231011,20231011 22:04:45,Nighttime,Active,0,26.78,358.485,5.922,76.57,49.05155
Córrego Cabelo Duro,CD,20231011,20231011 22:14:45,Nighttime,Active,0,26.772,358.805,6.005,77.64,49.12515
Córrego Cabelo Duro,CD,20231011,20231011 22:24:45,Nighttime,Active,0,26.76,358.895,5.904,76.33,49.14585
Córrego Cabelo Duro,CD,20231011,20231011 22:34:45,Nighttime,Active,0,26.75,359.01,6.031,77.99,49.1723
Córrego Cabelo Duro,CD,20231011,20231011 22:44:45,Nighttime,Active,0,26.736,359.095,6.035,78.04,49.19185
Córrego Cabelo Duro,CD,20231011,20231011 22:54:45,Nighttime,Active,0,26.72,359.235,6.058,78.33,49.22405
Córrego Cabelo Duro,CD,20231011,20231011 23:04:45,Nighttime,Active,0,26.7,359.525,6.061,78.36,49.29075
Córrego Cabelo Duro,CD,20231011,20231011 23:14:45,Nighttime,Active,0,26.694,359.795,5.98,77.26,49.35285
Córrego Cabelo Duro,CD,20231011,20231011 23:24:45,Nighttime,Active,0,26.68,360.175,6.042,77.97,49.44025
Córrego Cabelo Duro,CD,20231011,20231011 23:34:45,Nighttime,Active,0,26.668,360.575,6.042,77.99,49.53225
Córrego Cabelo Duro,CD,20231011,20231011 23:44:45,Nighttime,Active,0,26.66,360.835,6.046,78.04,49.59205
Córrego Cabelo Duro,CD,20231011,20231011 23:54:45,Nighttime,Active,0,26.64,361.37,6.109,78.86,49.7151
Córrego Cabelo Duro,CD,20231012,20231012 00:04:45,Nighttime,Active,0,26.628,361.995,6.085,78.55,49.85885
Córrego Cabelo Duro,CD,20231012,20231012 00:14:45,Nighttime,Active,0,26.616,362.5,6.027,77.77,49.975
Córrego Cabelo Duro,CD,20231012,20231012 00:24:45,Nighttime,Active,0,26.6,362.905,6.065,78.26,50.06815
Córrego Cabelo Duro,CD,20231012,20231012 00:34:45,Nighttime,Active,0,26.584,362.545,6.099,78.6,49.98535
Córrego Cabelo Duro,CD,20231012,20231012 00:44:45,Nighttime,Active,0,26.576,362.73,6.047,77.9,50.0279
